runid,dataset,alg,lambd,eta,M,K,T,local_batch,seed,record_intvl,final_loss,best_loss
0517T002918Z_GSKLWa,epsilon,1,0.0001,0.1,1024,256,4096,1,1,16,0.5771289760241086,0.5771289760241086
0610T010912Z_hgTnBy,epsilon,4,0.0001,0.002,8,4,4096,1,1,512,0.7176905621246799,0.7176905621246799
0610T003247Z_IIlwko,epsilon,3,0.0001,50,512,128,4096,1,1,512,1.4583657525823397,0.8911376688840524
0609T232726Z_yhL3t5,epsilon,3,0.0001,20,64,256,4096,1,1,512,0.7983865010064649,0.7983865010064649
0516T235631Z_sQR7hj,epsilon,0,0.0001,5,512,256,4096,1,1,16,0.474177637920274,0.4739010182408288
0516T234818Z_1sz5ow,epsilon,1,0.0001,0.02,4,32,4096,1,1,16,0.5502233356210955,0.5502233356210955
0517T000416Z_3URLhB,epsilon,0,0.0001,0.01,512,512,4096,1,1,16,0.8715026661227272,0.8715026661227272
0610T015515Z_nHveUH,epsilon,4,0.0001,0.5,2,128,4096,1,1,512,0.8157131082651095,0.8157131082651095
0610T015114Z_8o8Yic,epsilon,4,0.0001,0.1,4,64,4096,1,1,512,0.8278707580606981,0.8278707580606981
0610T001629Z_aIHyGZ,epsilon,3,0.0001,0.2,4,8,4096,1,1,512,0.8523177812370579,0.8523177812370579
0517T011640Z_VhWQta,epsilon,1,0.0001,0.05,64,4,4096,1,1,16,0.47308329484028294,0.47308329484028294
0610T054403Z_Cua44f,epsilon,4,0.0001,0.05,1024,256,4096,1,1,512,0.8849326166411041,0.8849326166411041
0610T012459Z_asw3M5,epsilon,4,0.0001,20,8192,8,4096,1,1,512,0.4783734758680027,0.4780797668026523
0609T232632Z_XyimJK,epsilon,3,0.0001,20,8,256,4096,1,1,512,0.7985211681070664,0.7985211681070664
0610T005225Z_rZBVs1,epsilon,3,0.0001,10,4,64,4096,1,1,512,0.7449048072606448,0.7449048072606448
0610T010317Z_QrKovb,epsilon,4,0.0001,0.005,2048,1,4096,1,1,512,0.4731804090958757,0.4731804090958757
0517T104537Z_13HQPb,epsilon,1,0.0001,5,8,8,4096,1,1,16,0.6242414210232454,0.6004093238607242
0610T123210Z_UCcAEM,epsilon,1,0.0001,20,64,64,4096,1,1,512,0.5974187557186184,0.5471013108162105
0610T013558Z_zjc95C,epsilon,4,0.0001,0.2,2,32,4096,1,1,512,0.6858545987762072,0.6858545987762072
0517T010206Z_ZkLAHU,epsilon,1,0.0001,0.05,256,256,4096,1,1,16,0.6572958657928052,0.6572958657928052
0610T015743Z_XjsTZm,epsilon,4,0.0001,0.001,256,128,4096,1,1,512,0.8905261215548752,0.8905261215548752
0609T235622Z_LFEuhL,epsilon,3,0.0001,5,64,1,4096,1,1,512,0.4739388094411549,0.4739388094411549
0610T011817Z_QGrHHU,epsilon,4,0.0001,0.005,64,4,4096,1,1,512,0.6230322715837906,0.6230322715837906
0610T014316Z_UPVqs9,epsilon,4,0.0001,5,32,32,4096,1,1,512,0.4750477330272891,0.4750477330272891
0517T014540Z_ycAFc1,epsilon,0,0.0001,0.2,1024,1,4096,1,1,16,0.7197526677817364,0.7197526677817364
0517T025609Z_llHQDJ,epsilon,0,0.0001,10,2,16,4096,1,1,16,0.7750636880334533,0.6567371542319197
0610T001251Z_y8zAv3,epsilon,3,0.0001,1,32,16,4096,1,1,512,0.8125169384325581,0.8125169384325581
0610T013812Z_junBM9,epsilon,4,0.0001,20,512,16,4096,1,1,512,0.4758631570793224,0.4758631570793224
0610T012318Z_txOLcE,epsilon,3,0.0001,0.5,2048,64,4096,1,1,512,0.8745648457206279,0.8745648457206279
0517T173948Z_qL3t7H,epsilon,1,0.0001,2,2048,64,4096,1,1,16,0.4715290621478893,0.4715160285057709
0610T013557Z_PWQwcW,epsilon,4,0.0001,20,8192,128,4096,1,1,512,0.5053859311121173,0.5053859311121173
0610T112018Z_lSPiHO,epsilon,1,0.0001,50,8192,256,4096,1,1,512,0.7230445725367238,0.7139176293647882
0610T115621Z_UjxVQF,epsilon,1,0.0001,20,32,64,4096,1,1,512,0.6727112011548241,0.5655252077673053
0517T204441Z_uVVCLB,epsilon,1,0.0001,2,8192,256,4096,1,1,16,0.4716582217074994,0.4716582217074994
0517T021735Z_JndAYs,epsilon,0,0.0001,0.5,256,8,4096,1,1,16,0.6114779887199924,0.6114779887199924
0610T121355Z_LDiI2l,epsilon,0,0.0001,20,1024,64,4096,1,1,512,0.520744384325516,0.5083185823134285
0610T003136Z_S3H9na,epsilon,3,0.0001,0.05,8,4,4096,1,1,512,0.8681017168809771,0.8681017168809771
0517T181702Z_3K6Q5q,epsilon,1,0.0001,0.05,4096,8,4096,1,1,16,0.4721909608146181,0.4721909608146181
0517T014310Z_gIvIQh,epsilon,0,0.0001,10,256,4,4096,1,1,16,0.4813901147078424,0.4743433463420448
0517T102339Z_sO3hIG,epsilon,1,0.0001,10,32,4,4096,1,1,16,0.6053847726076336,0.5496635051576142
0610T001122Z_8bByih,epsilon,3,0.0001,10,1,16,4096,1,1,512,0.6633828034514604,0.6248688140395399
0609T235602Z_prCEGs,epsilon,3,0.0001,50,2048,1,4096,1,1,512,1.1166683560384496,0.8911376688840524
0517T174106Z_Ysi1VG,epsilon,1,0.0001,0.05,2048,32,4096,1,1,16,0.4882259597302657,0.4882259597302657
0610T112038Z_fgDmi5,epsilon,1,0.0001,20,8192,2,4096,1,1,512,0.5808728612609466,0.5676151750655911
0517T005546Z_LpQUYj,epsilon,0,0.0001,0.1,4,64,4096,1,1,16,0.7820881479639438,0.7820881479639438
0610T011609Z_FMhovM,epsilon,4,0.0001,50,4,8,4096,1,1,512,2.1657865070847957,0.8911376688840524
0610T054311Z_hal1AT,epsilon,3,0.0001,0.2,32,256,4096,1,1,512,0.8878722738979463,0.8878722738979463
0610T014605Z_ORyAI3,epsilon,4,0.0001,10,4096,32,4096,1,1,512,0.4714683699067578,0.4714683699067578
0517T002703Z_DLR6vD,epsilon,0,0.0001,10,1,2,4096,1,1,16,0.8714857843640094,0.8714857843640094
0610T010244Z_q6R2Ao,epsilon,4,0.0001,0.5,4,2,4096,1,1,512,0.5746719061286666,0.5724541909503048
0610T002943Z_IWkPfG,epsilon,3,0.0001,10,32,32,4096,1,1,512,0.6696461811699479,0.6696461811699479
0517T023048Z_XxWToN,epsilon,1,0.0001,0.2,8,4,4096,1,1,16,0.5034306897211615,0.4967493882469922
0517T132735Z_LVWsjr,epsilon,1,0.0001,0.01,4096,64,4096,1,1,16,0.692452131682004,0.692452131682004
0610T010825Z_DfLVUt,epsilon,4,0.0001,20,4,4,4096,1,1,512,0.9620795066804712,0.8911376688840524
0610T004532Z_8VPpSD,epsilon,3,0.0001,0.2,2,128,4096,1,1,512,0.8853460923483556,0.8853460923483556
0516T234832Z_phfdbT,epsilon,0,0.0001,0.05,16,32,4096,1,1,16,0.8245207894007056,0.8245207894007056
0609T225830Z_wKyRXE,epsilon,4,0.0001,10,4096,256,4096,1,1,512,0.6888240337942982,0.6888240337942982
0517T005030Z_sch9O7,epsilon,0,0.0001,0.5,4,128,4096,1,1,16,0.6172970029015586,0.6172970029015586
0610T010257Z_DUYP7U,epsilon,4,0.0001,0.002,2048,1,4096,1,1,512,0.4833435379383054,0.4833435379383054
0610T011457Z_qZKpTS,epsilon,4,0.0001,0.05,1,16,4096,1,1,512,0.6879239043190861,0.6879239043190861
0517T020230Z_eaFb60,epsilon,1,0.0001,0.002,512,16,4096,1,1,16,0.7163271970917159,0.7163271970917159
0517T164923Z_bKs1ml,epsilon,0,0.0001,0.02,2048,64,4096,1,1,16,0.8582492518571059,0.8582492518571059
0610T014446Z_vH6dSg,epsilon,4,0.0001,0.002,4,128,4096,1,1,512,0.889857498224255,0.889857498224255
0517T000739Z_3qeAJb,epsilon,0,0.0001,0.01,2,1,4096,1,1,16,0.8715664642174961,0.8715664642174961
0516T234906Z_SAburl,epsilon,1,0.0001,0.5,256,64,4096,1,1,16,0.4719620249807439,0.4719620249807439
0609T235702Z_TwwpY3,epsilon,3,0.0001,0.5,2048,1,4096,1,1,512,0.6114567299040677,0.6114567299040677
0517T015549Z_afgNWC,epsilon,0,0.0001,5,32,8,4096,1,1,16,0.4867106317475336,0.4761540464131197
0609T225703Z_P7Ln56,epsilon,4,0.0001,1,4,256,4096,1,1,512,0.8452940500356946,0.8452940500356946
0517T010329Z_RfzNKV,epsilon,1,0.0001,0.001,2,1,4096,1,1,16,0.5356638203720245,0.5356638203720245
0610T011219Z_jsKaiF,epsilon,4,0.0001,10,2,16,4096,1,1,512,0.6023230600490429,0.5858213801823008
0517T000757Z_4Wl5GL,epsilon,0,0.0001,0.5,32,32,4096,1,1,16,0.6116035056396733,0.6116035056396733
0610T013018Z_qEeNPL,epsilon,4,0.0001,1,32,16,4096,1,1,512,0.4764987077900593,0.4764987077900593
0610T054504Z_56ScfV,epsilon,4,0.0001,0.5,1024,256,4096,1,1,512,0.8658577782865495,0.8658577782865495
0609T235805Z_DfPJEc,epsilon,3,0.0001,0.005,8,2,4096,1,1,512,0.8832795453420477,0.8832795453420477
0610T054428Z_JVuAoQ,epsilon,4,0.0001,0.005,1024,256,4096,1,1,512,0.8903504729888372,0.8903504729888372
0517T020259Z_caS9sL,epsilon,0,0.0001,10,16,32,4096,1,1,16,0.5062617646375371,0.4982990854048192
0610T011813Z_pKzomo,epsilon,4,0.0001,0.001,64,16,4096,1,1,512,0.8763999642798793,0.8763999642798793
0610T001200Z_yUwCEM,epsilon,3,0.0001,20,512,16,4096,1,1,512,0.5137020889226417,0.5137020889226417
0610T013113Z_iH96rm,epsilon,4,0.0001,1,1,32,4096,1,1,512,0.5534439773968349,0.5534439773968349
0517T011909Z_FY1yhq,epsilon,1,0.0001,0.02,8,128,4096,1,1,16,0.689712279672423,0.689712279672423
0610T005659Z_lYtVSZ,epsilon,3,0.0001,0.002,8,128,4096,1,1,512,0.8910616564861895,0.8910616564861895
0517T102722Z_HP7EJ8,epsilon,1,0.0001,5,32,512,4096,1,1,16,0.48607706549603297,0.4792377331309408
0517T011904Z_bbFWQT,epsilon,1,0.0001,0.01,512,64,4096,1,1,16,0.6924103517417248,0.6924103517417248
0610T003501Z_sS3eqY,epsilon,3,0.0001,50,4096,8,4096,1,1,512,1.1010267401606633,0.8911376688840524
0610T112214Z_T5J4KW,epsilon,1,0.0001,20,1,64,4096,1,1,512,2.584469219884237,0.8911376688840524
0517T000515Z_GHjMn8,epsilon,1,0.0001,1,4,1,4096,1,1,16,0.9696354242064834,0.8446024096736519
0517T105437Z_4p2QiF,epsilon,1,0.0001,10,1,1,4096,1,1,16,23.46633936132545,0.8911376688840524
0610T004846Z_jIbNwZ,epsilon,4,0.0001,1,1,1,4096,1,1,512,5.319303428381222,0.8911376688840524
0610T054405Z_qDn9Mo,epsilon,4,0.0001,0.5,2,256,4096,1,1,512,0.8655667218355448,0.8655667218355448
0610T011334Z_gwAnfv,epsilon,4,0.0001,0.5,4,16,4096,1,1,512,0.4995151374642355,0.4995151374642355
0610T010930Z_FK5t8k,epsilon,3,0.0001,0.01,128,64,4096,1,1,512,0.8904070518320459,0.8904070518320459
0610T011337Z_iupQHL,epsilon,4,0.0001,50,2,16,4096,1,1,512,1.6407481637828512,0.8911376688840524
0610T002345Z_lJdHsB,epsilon,3,0.0001,0.5,16,128,4096,1,1,512,0.8806185129311321,0.8806185129311321
0517T014313Z_gRXPbf,epsilon,0,0.0001,5,128,16,4096,1,1,16,0.473653747765153,0.473653747765153
0610T005317Z_JnUruV,epsilon,3,0.0001,0.002,4096,32,4096,1,1,512,0.8908347433916834,0.8908347433916834
0517T010545Z_arIr2s,epsilon,1,0.0001,0.2,256,512,4096,1,1,16,0.5628297755021084,0.5628297755021084
0610T005227Z_h4etyk,epsilon,4,0.0001,0.001,8192,1,4096,1,1,512,0.5086135398591661,0.5086135398591661
0610T004926Z_FmOKro,epsilon,3,0.0001,0.02,128,16,4096,1,1,512,0.8864045017148731,0.8864045017148731
0610T002110Z_3bmhqJ,epsilon,3,0.0001,0.01,512,128,4096,1,1,512,0.8907619448923234,0.8907619448923234
0517T192319Z_wKvj8L,epsilon,0,0.0001,0.2,8192,16,4096,1,1,16,0.7197636637958782,0.7197636637958782
0610T012449Z_hixXCE,epsilon,4,0.0001,0.001,16,8,4096,1,1,512,0.846142906233254,0.846142906233254
0610T003346Z_o9tJr4,epsilon,3,0.0001,10,8192,128,4096,1,1,512,0.7985465918593387,0.7985465918593387
0517T025209Z_6HYlNi,epsilon,1,0.0001,0.002,4,32,4096,1,1,16,0.7721734114799157,0.7721734114799157
0517T165443Z_XAMNsY,epsilon,0,0.0001,0.2,4096,32,4096,1,1,16,0.7197942974047072,0.7197942974047072
0610T002621Z_q2HB8w,epsilon,3,0.0001,50,1024,16,4096,1,1,512,1.1123303712803772,0.8911376688840524
0610T004216Z_pnisv3,epsilon,4,0.0001,0.1,512,1,4096,1,1,512,0.47193055852014004,0.47193055852014004
0517T023606Z_M7VVSZ,epsilon,0,0.0001,0.02,8,4,4096,1,1,16,0.8582915578340641,0.8582915578340641
0610T125407Z_OPgxxB,epsilon,0,0.0001,50,2048,32,4096,1,1,512,0.6361375313545691,0.6215684241109676
0517T003505Z_m5333M,epsilon,0,0.0001,10,32,256,4096,1,1,16,0.5495336307015443,0.4946970766730271
0610T003447Z_xAYSBv,epsilon,4,0.0001,2,16,1,4096,1,1,512,0.5698732043074619,0.5657865033242548
0516T234917Z_QdmfXa,epsilon,0,0.0001,0.1,512,32,4096,1,1,16,0.7814460843556009,0.7814460843556009
0610T112143Z_qJTmu7,epsilon,1,0.0001,20,8,2,4096,1,1,512,1.522934187822388,0.8911376688840524
0610T000209Z_w1uTRA,epsilon,3,0.0001,0.001,2,8,4096,1,1,512,0.8905269312918168,0.8905269312918168
0610T054234Z_Ki6HZx,epsilon,3,0.0001,0.02,8192,256,4096,1,1,512,0.8907608254085151,0.8907608254085151
0610T013040Z_049ofo,epsilon,4,0.0001,0.05,128,2,4096,1,1,512,0.4722284723462071,0.4722284723462071
0517T122906Z_nh62MM,epsilon,0,0.0001,0.5,2048,1,4096,1,1,16,0.6114567299040681,0.6114567299040681
0517T122753Z_lBjZW5,epsilon,0,0.0001,0.1,4096,32,4096,1,1,16,0.7814338238841448,0.7814338238841448
0610T011734Z_FHsqqS,epsilon,4,0.0001,0.1,64,2,4096,1,1,512,0.4741176910358476,0.4737738949122188
0517T181443Z_PelfNE,epsilon,0,0.0001,10,8192,512,4096,1,1,16,0.48739164823765097,0.4868505534131357
0517T104615Z_FiX3np,epsilon,1,0.0001,10,16,2,4096,1,1,16,0.6743257183115795,0.6743257183115795
0610T011315Z_unp2v9,epsilon,4,0.0001,0.01,1024,2,4096,1,1,512,0.4795237930307148,0.4795237930307148
0609T235556Z_M1zs41,epsilon,3,0.0001,0.02,128,1,4096,1,1,512,0.8582453943853368,0.8582453943853368
0517T010744Z_vLS3vT,epsilon,0,0.0001,0.1,32,64,4096,1,1,16,0.7814249559591594,0.7814249559591594
0610T000353Z_YuyVpp,epsilon,3,0.0001,0.5,512,8,4096,1,1,512,0.8125219165414662,0.8125219165414662
0610T112610Z_MGzxqz,epsilon,1,0.0001,50,4,64,4096,1,1,512,2.3884833547294693,0.8911376688840524
0516T235627Z_HFbijV,epsilon,0,0.0001,0.02,64,128,4096,1,1,16,0.8582107775676888,0.8582107775676888
0610T014925Z_T96EWP,epsilon,4,0.0001,10,4096,128,4096,1,1,512,0.5408928610023056,0.5408928610023056
0517T002202Z_aOpBVf,epsilon,1,0.0001,0.01,512,128,4096,1,1,16,0.7496654225416255,0.7496654225416255
0610T013723Z_PgF5Wk,epsilon,4,0.0001,5,1,16,4096,1,1,512,0.6501905390143954,0.6501905390143954
0517T030920Z_Mnv9Ff,epsilon,0,0.0001,0.05,512,1,4096,1,1,16,0.8245468721320033,0.8245468721320033
0517T004837Z_q4E3cl,epsilon,0,0.0001,5,128,256,4096,1,1,16,0.4744136337488848,0.4744136337488848
0610T014253Z_PEmnDw,epsilon,4,0.0001,0.001,32,16,4096,1,1,512,0.8762932947614601,0.8762932947614601
0610T002913Z_AiaGo4,epsilon,3,0.0001,20,256,2,4096,1,1,512,0.4773950971495962,0.47236294165476395
0609T235845Z_PRdEL2,epsilon,3,0.0001,0.05,512,1,4096,1,1,512,0.8245468721320043,0.8245468721320043
0517T020537Z_GA7f7U,epsilon,1,0.0001,0.01,1,128,4096,1,1,16,0.7558222964703497,0.7558222964703497
0516T235318Z_59fInJ,epsilon,0,0.0001,1,16,512,4096,1,1,16,0.5340286791207979,0.5340286791207979
0610T000030Z_xuP6XS,epsilon,3,0.0001,0.001,32,4,4096,1,1,512,0.88997884221625,0.88997884221625
0517T102448Z_1aRiUp,epsilon,1,0.0001,2,1,1,4096,1,1,16,10.593665200808132,0.8911376688840524
0517T000931Z_BYv7Lk,epsilon,0,0.0001,0.1,2,256,4096,1,1,16,0.7824016518229395,0.7824016518229395
0610T000620Z_O2Tw00,epsilon,3,0.0001,1,8192,16,4096,1,1,512,0.8124971393858252,0.8124971393858252
0517T015201Z_xcRy56,epsilon,0,0.0001,0.5,8,4,4096,1,1,16,0.6157409265257063,0.6157409265257063
0610T003912Z_qjjbFv,epsilon,3,0.0001,10,8,32,4096,1,1,512,0.6723104151564223,0.6723104151564223
0517T032346Z_hBTjlk,epsilon,0,0.0001,1,32,16,4096,1,1,16,0.5329970639764372,0.5329970639764372
0610T001408Z_kATOA0,epsilon,3,0.0001,2,128,4,4096,1,1,512,0.611413376044583,0.611413376044583
0610T014606Z_U3bQFz,epsilon,4,0.0001,0.5,64,16,4096,1,1,512,0.4840012655329322,0.4840012655329322
0517T020456Z_kDCrHM,epsilon,1,0.0001,1,64,32,4096,1,1,16,0.4741739720324142,0.47395426025061205
0610T003133Z_hfbmQS,epsilon,3,0.0001,5,4096,4,4096,1,1,512,0.5135204004992606,0.5135204004992606
0610T005743Z_cbJlpw,epsilon,3,0.0001,0.002,4096,128,4096,1,1,512,0.8910611349867389,0.8910611349867389
0610T012727Z_H8LhVv,epsilon,4,0.0001,0.005,4096,8,4096,1,1,512,0.7559224302535427,0.7559224302535427
0610T010348Z_3Qz9CH,epsilon,3,0.0001,0.001,4,128,4096,1,1,512,0.8910972795842954,0.8910972795842954
0517T000555Z_sv4mfW,epsilon,0,0.0001,0.02,64,1,4096,1,1,16,0.8582102354633034,0.8582102354633034
0517T122755Z_V34tog,epsilon,0,0.0001,0.02,8192,512,4096,1,1,16,0.8582629218838078,0.8582629218838078
0517T122849Z_1ksUAN,epsilon,0,0.0001,0.02,8192,2,4096,1,1,16,0.8582615792537494,0.8582615792537494
0517T000637Z_vmmrh2,epsilon,1,0.0001,0.1,128,4,4096,1,1,16,0.4723862158009702,0.4723522532268489
0610T111845Z_OqFNrh,epsilon,1,0.0001,50,4,1,4096,1,1,512,7.4961976945056925,0.8911376688840524
0610T013900Z_hC3Cdf,epsilon,4,0.0001,20,16,8,4096,1,1,512,0.5212234226449195,0.5093483349089197
0610T111758Z_TQvuLi,epsilon,0,0.0001,50,2048,16,4096,1,1,512,0.59693186390126,0.5864911253356958
0610T013849Z_ALPn9F,epsilon,4,0.0001,10,64,64,4096,1,1,512,0.4792406763358461,0.4792406763358461
0517T183637Z_opW6mA,epsilon,1,0.0001,2,4096,128,4096,1,1,16,0.4714641129946381,0.4714641129946381
0517T021035Z_WpIOfA,epsilon,0,0.0001,0.1,128,1,4096,1,1,16,0.7813530595059308,0.7813530595059308
0517T013538Z_1XYHmh,epsilon,1,0.0001,0.002,8,64,4096,1,1,16,0.8176729421034838,0.8176729421034838
0517T002651Z_0N2R62,epsilon,1,0.0001,0.01,128,2,4096,1,1,16,0.4736476963231098,0.4736476963231098
0610T010414Z_AQBMm5,epsilon,4,0.0001,5,32,1,4096,1,1,512,0.5594903653835464,0.5408120355581127
0517T000347Z_Wv3oHY,epsilon,0,0.0001,5,128,64,4096,1,1,16,0.4739845510992262,0.4739845510992262
0517T030601Z_auy3hX,epsilon,0,0.0001,5,32,1,4096,1,1,16,0.4788278527058201,0.4750195443237734
0516T235741Z_gBMCAP,epsilon,1,0.0001,0.5,128,32,4096,1,1,16,0.4722357740313701,0.4722357740313701
0610T010301Z_31bC48,epsilon,4,0.0001,10,8,4,4096,1,1,512,0.5987833453947997,0.5766737292606083
0610T003252Z_7BD6DG,epsilon,3,0.0001,0.01,2048,16,4096,1,1,512,0.8884505044848295,0.8884505044848295
0610T112204Z_pi2PXG,epsilon,1,0.0001,20,2,128,4096,1,1,512,1.7839819635392746,0.8911376688840524
0610T005629Z_gVQzUv,epsilon,4,0.0001,2,4,1,4096,1,1,512,1.2527692522599252,0.8911376688840524
0609T235604Z_eRUsdA,epsilon,3,0.0001,0.1,8,1,4096,1,1,512,0.7819289368085101,0.7819289368085101
0610T010821Z_zgjYaK,epsilon,3,0.0001,0.02,4096,64,4096,1,1,512,0.8897028631170636,0.8897028631170636
0610T001621Z_wZLrtW,epsilon,3,0.0001,0.002,64,16,4096,1,1,512,0.890547621522428,0.890547621522428
0610T004955Z_gAPKmW,epsilon,3,0.0001,1,4,16,4096,1,1,512,0.8131495865005849,0.8131495865005849
0517T015418Z_xQmRW2,epsilon,1,0.0001,0.02,2,4,4096,1,1,16,0.5134117268024685,0.5134117268024685
0610T000111Z_bAvid2,epsilon,3,0.0001,0.02,32,4,4096,1,1,512,0.8787473291149112,0.8787473291149112
0609T235710Z_ajQekD,epsilon,3,0.0001,0.1,2,1,4096,1,1,512,0.7824584110357587,0.7824584110357587
0609T232510Z_scZg9p,epsilon,4,0.0001,20,128,256,4096,1,1,512,0.6358690718119964,0.6358690718119964
0610T003048Z_lAOROT,epsilon,3,0.0001,1,32,64,4096,1,1,512,0.8639223867607112,0.8639223867607112
0610T012411Z_j9YwmJ,epsilon,4,0.0001,0.02,64,4,4096,1,1,512,0.4974367783760707,0.4974367783760707
0610T005752Z_Wg9QaE,epsilon,4,0.0001,20,2048,1,4096,1,1,512,0.4854583964344717,0.4751132131469339
0517T031713Z_2JTu9u,epsilon,1,0.0001,1,4,4,4096,1,1,16,0.653361570479339,0.6214263386481151
0610T054225Z_EQfUhA,epsilon,3,0.0001,0.1,128,256,4096,1,1,512,0.8893956276084951,0.8893956276084951
0610T054141Z_hfFWhP,epsilon,3,0.0001,0.2,4096,256,4096,1,1,512,0.887864405242226,0.887864405242226
0517T024849Z_dVjMV1,epsilon,1,0.0001,0.02,2,1,4096,1,1,16,0.5651498652646774,0.5648392525938766
0610T000510Z_9sSnXN,epsilon,3,0.0001,0.02,8192,16,4096,1,1,512,0.8863564538990388,0.8863564538990388
0610T000830Z_wcV6zM,epsilon,3,0.0001,0.02,512,32,4096,1,1,512,0.8884574878818019,0.8884574878818019
0517T000628Z_d1qqIx,epsilon,0,0.0001,1,2,2,4096,1,1,16,0.5510118346907191,0.5510118346907191
0517T031750Z_VgOQfk,epsilon,1,0.0001,0.2,16,1,4096,1,1,16,0.5009129979640567,0.4999494601774392
0516T235336Z_WUYMQq,epsilon,1,0.0001,0.1,128,512,4096,1,1,16,0.6421612118422378,0.6421612118422378
0610T003725Z_7qeDYr,epsilon,3,0.0001,0.05,256,32,4096,1,1,512,0.8854885378291553,0.8854885378291553
0517T010631Z_K2qUti,epsilon,1,0.0001,0.1,256,2,4096,1,1,16,0.4726108220327037,0.4720508803968098
0610T013245Z_taws7I,epsilon,4,0.0001,2,512,64,4096,1,1,512,0.5664866910952018,0.5664866910952018
0610T003701Z_thrbm0,epsilon,3,0.0001,0.1,256,32,4096,1,1,512,0.8819787016506857,0.8819787016506857
0517T194817Z_7hdazw,epsilon,1,0.0001,2,4096,1,4096,1,1,16,0.4716101903884435,0.4715931882799225
0610T013132Z_F1fmAc,epsilon,3,0.0001,0.2,64,128,4096,1,1,512,0.8854935283949774,0.8854935283949774
0610T111956Z_gBHM4I,epsilon,1,0.0001,50,4096,16,4096,1,1,512,0.6091969922183946,0.6068621776478971
0610T111827Z_opDkHO,epsilon,0,0.0001,50,16,8,4096,1,1,512,0.7263384081871301,0.7263384081871301
0517T014149Z_K1egYE,epsilon,0,0.0001,10,32,2,4096,1,1,16,0.49845256270957,0.4787996355900652
0517T013054Z_CF4q37,epsilon,1,0.0001,0.2,1,8,4096,1,1,16,0.6911769008640929,0.6771447739974729
0610T014934Z_EYNOzM,epsilon,4,0.0001,10,256,16,4096,1,1,512,0.4720499688562936,0.4719713820434823
0609T235627Z_CDxWkk,epsilon,3,0.0001,0.05,4,1,4096,1,1,512,0.8251238504792328,0.8251238504792328
0609T235730Z_NZyzGf,epsilon,3,0.0001,0.2,128,1,4096,1,1,512,0.71963904280203,0.71963904280203
0609T235730Z_2bqEYZ,epsilon,3,0.0001,10,16,1,4096,1,1,512,0.4888627519167003,0.4843352397601257
0610T001226Z_KqXkaO,epsilon,3,0.0001,0.002,1024,16,4096,1,1,512,0.8905406322101342,0.8905406322101342
0517T005147Z_K91lO0,epsilon,0,0.0001,0.1,2,64,4096,1,1,16,0.7824181994011447,0.7824181994011447
0517T014840Z_4of4Sn,epsilon,0,0.0001,0.05,512,16,4096,1,1,16,0.8245475575413538,0.8245475575413538
0609T235613Z_Um3X7Y,epsilon,3,0.0001,10,8,1,4096,1,1,512,0.5032983084318836,0.496381088460041
0517T004801Z_oZQoDB,epsilon,0,0.0001,0.05,2,128,4096,1,1,16,0.8249754108134054,0.8249754108134054
0610T054543Z_1AvtRZ,epsilon,4,0.0001,0.005,256,256,4096,1,1,512,0.8903552568183772,0.8903552568183772
0609T235616Z_E80Uez,epsilon,3,0.0001,0.01,2,1,4096,1,1,512,0.8715664642174962,0.8715664642174962
0610T015908Z_wewT5u,epsilon,4,0.0001,0.05,256,128,4096,1,1,512,0.8774558616241406,0.8774558616241406
0609T235747Z_iVNKOx,epsilon,3,0.0001,0.2,1024,1,4096,1,1,512,0.719752667781737,0.719752667781737
0610T054305Z_oJR6yg,epsilon,4,0.0001,0.001,256,256,4096,1,1,512,0.8909773000312009,0.8909773000312009
0610T054321Z_o1JYS0,epsilon,4,0.0001,0.1,256,256,4096,1,1,512,0.8812769350676452,0.8812769350676452
0517T122808Z_26mY1k,epsilon,1,0.0001,5,4096,64,4096,1,1,16,0.4728186617371063,0.4728043670095918
0517T015331Z_6IsRdP,epsilon,1,0.0001,0.05,1,32,4096,1,1,16,0.5430731506792283,0.5430731506792283
0610T054336Z_5FE0bU,epsilon,4,0.0001,0.05,128,256,4096,1,1,512,0.8849722038190745,0.8849722038190745
0517T022407Z_58UqDL,epsilon,0,0.0001,10,128,1,4096,1,1,16,0.47279676260439,0.47279676260439
0610T011356Z_njzTet,epsilon,4,0.0001,0.01,2,2,4096,1,1,512,0.5144714582403147,0.5144714582403147
0517T015301Z_HFB0q2,epsilon,1,0.0001,0.005,256,64,4096,1,1,16,0.7522223727251887,0.7522223727251887
0610T011935Z_2PRxbs,epsilon,4,0.0001,0.005,1024,32,4096,1,1,512,0.8747948044215336,0.8747948044215336
0610T014704Z_fyXq67,epsilon,4,0.0001,0.5,4096,128,4096,1,1,512,0.8160711581610222,0.8160711581610222
0610T005703Z_6QOps1,epsilon,3,0.0001,0.5,64,32,4096,1,1,512,0.8638611491659228,0.8638611491659228
0610T111844Z_DHa4hO,epsilon,1,0.0001,50,8192,8,4096,1,1,512,0.5682860033130229,0.5656486936382255
0517T013118Z_uGGGlB,epsilon,0,0.0001,0.1,2,32,4096,1,1,16,0.7824133207453579,0.7824133207453579
0610T012902Z_47xBcB,epsilon,4,0.0001,2,2048,32,4096,1,1,512,0.4830454455463711,0.4830454455463711
0610T000433Z_yc9aKo,epsilon,3,0.0001,50,2,4,4096,1,1,512,1.6255446773880176,0.8394857593205127
